,Unnamed: 0,사업장명,도로명전체주소,위도(WGS84),경도(WGS84),카카오_카테고리,카카오_링크,평점,영업시간,구글지도링크,비고_y,통합_전화번호,카테고리1,카테고리2,카테고리3,카테고리4,mon,tue,wed,thu,fri,sat,sun,hours_compact
8246,8246,금주상회,"충청남도 천안시 서북구 오성9길 36, 1층 (두정동)",36.83319140691626,127.13138890912496,"음식점 > 술집 > 호프,요리주점",http://place.map.kakao.com/1301625239,,,,,041-575-5186,술집,"호프,요리주점",,,,,,,,,,
8247,8247,신세계통닭본점,"충청남도 천안시 동남구 봉정로 31, 1층 (봉명동)",36.805036898461545,127.13934453343576,음식점 > 치킨,http://place.map.kakao.com/343303152,,,,,041-574-8882,치킨,,,,,,,,,,,
8248,8248,만나손두부,충청남도 천안시 동남구 병천면 충절로 1881,36.76490690463848,127.31350192723214,음식점 > 한식 > 두부전문점,http://place.map.kakao.com/15477308,,,https://maps.google.com/?cid=5180253521396758792,,070-8286-5607,한식,두부전문점,,,,,,,,,,
8249,8249,코리엔탈깻잎두마리치킨앤모락로제떡볶이안서점,"충청남도 천안시 동남구 상명대길 21, 지하1층 (안서동)",36.83317522810287,127.17534948106976,,,,,,,,,,,,,,,,,,,
8250,8250,골드호프,"충청남도 천안시 동남구 미나릿길 30, 1층 (영성동)",36.80180362062178,127.15186583442916,,,4.0,,https://maps.google.com/?cid=7801352471929098638,,041-522-3707,,,,,,,,,,,,
8251,8251,으랏차매운탕,"충청남도 천안시 동남구 풍세면 풍세로 131, 1층",36.72625507439854,127.11901788805947,,,4.4,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",https://maps.google.com/?cid=15587783306127485162,,041-558-2486,,,,,(월) 11:00~21:00,(화) 11:00~21:00,(수) 11:00~21:00,(목) 11:00~21:00,(금) 11:00~21:00,(토) 11:00~21:00,(일) 11:00~21:00,"(월) 11:00~21:00, (화) 11:00~21:00, (수) 11:00~21:00, (목) 11:00~21:00, (금) 11:00~21:00, (토) 11:00~21:00, (일) 11:00~21:00"
8252,8252,우렁이좋은날,"충청남도 천안시 동남구 통정10로 24, 1층 (신방동)",36.7737690765689,127.13033546940464,음식점 > 한식 > 쌈밥,http://place.map.kakao.com/26942938,4.4,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",https://maps.google.com/?cid=15065611276589349489,,041-571-0233,한식,쌈밥,,,(월) 11:00~21:00,(화) 11:00~21:00,(수) 11:00~21:00,(목) 11:00~21:00,(금) 11:00~21:00,(토) 11:00~21:00,(일) 11:00~21:00,"(월) 11:00~21:00, (화) 11:00~21:00, (수) 11:00~21:00, (목) 11:00~21:00, (금) 11:00~21:00, (토) 11:00~21:00, (일) 11:00~21:00"
8253,8253,우두머리소머리국밥,"충청남도 천안시 동남구 통정10로 70, 1층 (신방동)",36.77363385864048,127.13438893723948,음식점 > 한식 > 국밥,http://place.map.kakao.com/484306576,,,,,041-561-0194,한식,국밥,,,,,,,,,,
8254,8254,빽다방천안구성점,"충청남도 천안시 동남구 충절로 292, 1,2층 (구성동)",36.79309794092049,127.1606681397422,음식점 > 카페 > 커피전문점 > 빽다방,http://place.map.kakao.com/26934275,,,,,041-567-5858,카페,커피전문점,빽다방,,,,,,,,,
8255,8255,홍화,"충청남도 천안시 서북구 도원7길 18, 1층 (성정동)",36.82045243463214,127.13426667356592,음식점 > 중식 > 중국요리,http://place.map.kakao.com/1250229118,,,,,041-522-3087,중식,중국요리,,,,,,,,,,
8256,8256,호정,"충청남도 천안시 서북구 미라13길 2, 1층 (쌍용동, 1)",36.80540202780656,127.12879690757352,음식점 > 한식 > 한정식,http://place.map.kakao.com/777299398,4.4,,https://maps.google.com/?cid=18361610084020843159,,041-578-3567,한식,한정식,,,,,,,,,,
8257,8257,처갓집양념치킨신불당점,"충청남도 천안시 서북구 불당26로 77, 상가동 지1층 124호 (불당동, 천안불당지웰더샵)",36.814886063576225,127.10483960072924,음식점 > 치킨 > 처갓집양념치킨,http://place.map.kakao.com/1402875679,,"Monday: 12:00 PM – 12:00 AM, Tuesday: 12:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:30 AM, Thursday: 12:00 PM – 1:00 AM, Friday: 12:00 PM – 1:00 AM, Saturday: 12:00 PM – 12:00 AM, Sunday: 12:00 PM – 12:00 AM",https://maps.google.com/?cid=11348612302734858444,,041-569-2992,치킨,처갓집양념치킨,,,(월) 12:00~00:00,(화) 12:00~00:00,(수) 12:00~00:30,(목) 12:00~01:00,(금) 12:00~01:00,(토) 12:00~00:00,(일) 12:00~00:00,"(월) 12:00~00:00, (화) 12:00~00:00, (수) 12:00~00:30, (목) 12:00~01:00, (금) 12:00~01:00, (토) 12:00~00:00, (일) 12:00~00:00"
8258,8258,송화양꼬치,"충청남도 천안시 서북구 봉정로 386 (두정동,101호)",36.83637655665331,127.14585954355913,음식점 > 중식 > 양꼬치,http://place.map.kakao.com/26510789,4.5,,https://maps.google.com/?cid=13091706799182038489,,041-552-5589,중식,양꼬치,,,,,,,,,,
8259,8259,스시덴참치,충청남도 천안시 동남구 터미널4길 4-1 (신부동),36.82020771072425,127.15940250918857,음식점 > 일식 > 참치회,http://place.map.kakao.com/19314008,,,,,041-562-6363,일식,참치회,,,,,,,,,,
8260,8260,서촌칼국수,충청남도 천안시 서북구 미라6길 13 (쌍용동),36.80243250387453,127.12873227303012,음식점 > 한식 > 국수 > 칼국수,http://place.map.kakao.com/9879020,4.2,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",https://maps.google.com/?cid=16255708623343968190,,041-572-6023,한식,국수,칼국수,,(월) 11:00~21:00,(화) 11:00~21:00,(수) 11:00~21:00,(목) 11:00~21:00,(금) 11:00~21:00,(토) 11:00~21:00,(일) 11:00~21:00,"(월) 11:00~21:00, (화) 11:00~21:00, (수) 11:00~21:00, (목) 11:00~21:00, (금) 11:00~21:00, (토) 11:00~21:00, (일) 11:00~21:00"
8261,8261,거기국수,"충청남도 천안시 서북구 미라6길 23, 1층 (쌍용동)",36.802278493341475,127.1297846392714,음식점 > 한식 > 국수,http://place.map.kakao.com/1311805632,5.0,,https://maps.google.com/?cid=9248661922676946905,,041-900-1008,한식,국수,,,,,,,,,,
8262,8262,비플랫,"충청남도 천안시 동남구 신촌4로 19-3, 3층 (신방동, 초원메디칼)",36.78798368333795,127.1239085740084,음식점 > 카페 > 테마카페 > 라이브카페,http://place.map.kakao.com/266205843,,,,,041-572-8942,카페,테마카페,라이브카페,,,,,,,,,
8263,8263,성월장례문화원식당,"충청남도 천안시 서북구 성환읍 천안대로 2096, 1층",36.925688124978635,127.13540401266232,,,,,,,,,,,,,,,,,,,
8264,8264,고창풍천장어천안직영점,"충청남도 천안시 서북구 쌍용14길 9, 1층 (쌍용동)",36.80005743023441,127.12062790521608,,,,,,,,,,,,,,,,,,,
8265,8265,제주은희네해장국천안쌍용점,"충청남도 천안시 서북구 서부대로 348, 1층 (쌍용동)",36.79834104940263,127.12653090553188,음식점 > 한식 > 해장국 > 제주은희네해장국,http://place.map.kakao.com/1624690523,4.4,"Monday: Closed, Tuesday: 8:00 AM – 3:00 PM, 5:00 – 7:30 PM, Wednesday: 8:00 AM – 3:00 PM, 5:00 – 7:30 PM, Thursday: 8:00 AM – 3:00 PM, 5:00 – 7:30 PM, Friday: 8:00 AM – 3:00 PM, 5:00 – 7:30 PM, Saturday: 8:00 AM – 3:00 PM, 5:00 – 7:30 PM, Sunday: 8:00 AM – 3:00 PM, 5:00 – 7:30 PM",https://maps.google.com/?cid=10537372392428142976,,041-592-2234,한식,해장국,제주은희네해장국,,(월) 휴무,(화) 08:00~15:00,(수) 08:00~15:00,(목) 08:00~15:00,(금) 08:00~15:00,(토) 08:00~15:00,(일) 08:00~15:00,"(월) 휴무, (화) 08:00~15:00, (수) 08:00~15:00, (목) 08:00~15:00, (금) 08:00~15:00, (토) 08:00~15:00, (일) 08:00~15:00"
8266,8266,행복한맘마,충청남도 천안시 서북구 쌍용8길 24 (쌍용동),36.801451057971235,127.1220255141768,음식점 > 한식 > 죽,http://place.map.kakao.com/787255446,,,https://maps.google.com/?cid=11731926764144599042,,0503-7150-7076,한식,죽,,,,,,,,,,
8267,8267,자연산낙지마당,충청남도 천안시 서북구 성거읍 망향로 668,36.87653319385474,127.20023627842636,"음식점 > 한식 > 해물,생선",http://place.map.kakao.com/21572737,3.8,,https://maps.google.com/?cid=6328616023890116282,,041-566-8885,한식,"해물,생선",,,,,,,,,,
8268,8268,수상한홍카페,"충청남도 천안시 동남구 먹거리9길 28, 2층 (신부동)",36.81745667980784,127.1568579477796,음식점 > 카페,http://place.map.kakao.com/26841336,4.3,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",https://maps.google.com/?cid=4247460067733881833,,041-552-0400,카페,,,,(월) 11:00~22:00,(화) 11:00~22:00,(수) 11:00~22:00,(목) 11:00~22:00,(금) 11:00~22:00,(토) 11:00~22:00,(일) 11:00~22:00,"(월) 11:00~22:00, (화) 11:00~22:00, (수) 11:00~22:00, (목) 11:00~22:00, (금) 11:00~22:00, (토) 11:00~22:00, (일) 11:00~22:00"
8269,8269,명랑성정두정점,"충청남도 천안시 서북구 서부8길 23, 1층 (성정동)",36.819249973749194,127.13898905147832,,,,,,,,,,,,,,,,,,,
8270,8270,팔로우더드림,"충청남도 천안시 동남구 터미널4길 1, 1층 (신부동)",36.81999525943334,127.1590665922177,음식점 > 술집,http://place.map.kakao.com/342587196,,,https://maps.google.com/?cid=6594415000854819391,,010-8485-2903,술집,,,,,,,,,,,
8271,8271,고릴라쿡,"충청남도 천안시 서북구 불당34길 7, 1층 (불당동)",36.80565240693519,127.1056564540938,음식점 > 분식,http://place.map.kakao.com/2028767353,,,https://maps.google.com/?cid=7937133777134658267,,041-522-0882,분식,,,,,,,,,,,
8272,8272,불타는갈비,"충청남도 천안시 서북구 미라3길 48, 1층 (쌍용동)",36.80386094950002,127.13146382965664,,,,,,,,,,,,,,,,,,,
8273,8273,역전할머니맥주차암점,"충청남도 천안시 서북구 밤개울1길 1-5, 1층 (차암동)",36.84048202124444,127.10137970693803,"음식점 > 술집 > 호프,요리주점 > 역전할머니맥주",http://place.map.kakao.com/1664021408,3.0,"Monday: 4:00 PM – 2:00 AM, Tuesday: 4:00 PM – 2:00 AM, Wednesday: 4:00 PM – 2:00 AM, Thursday: 4:00 PM – 2:00 AM, Friday: 4:00 PM – 2:00 AM, Saturday: 4:00 PM – 2:00 AM, Sunday: 4:00 PM – 2:00 AM",https://maps.google.com/?cid=15794599057661489565,,041-522-5600,술집,"호프,요리주점",역전할머니맥주,,(월) 16:00~02:00,(화) 16:00~02:00,(수) 16:00~02:00,(목) 16:00~02:00,(금) 16:00~02:00,(토) 16:00~02:00,(일) 16:00~02:00,"(월) 16:00~02:00, (화) 16:00~02:00, (수) 16:00~02:00, (목) 16:00~02:00, (금) 16:00~02:00, (토) 16:00~02:00, (일) 16:00~02:00"
8274,8274,비비큐치킨앤비어,"충청남도 천안시 서북구 성성9로 7, 하나타워 2층 207호 (성성동)",36.84006333771515,127.13122377011884,,,,,,,,,,,,,,,,,,,
8275,8275,캠핑하우스,"충청남도 천안시 동남구 용곡1길 98, 1층 (용곡동)",36.79259594555509,127.14447859780002,"여행 > 숙박 > 야영,캠핑장",http://place.map.kakao.com/1324474751,,,,,041-415-1877,숙박,"야영,캠핑장",,,,,,,,,,
8276,8276,티엠비숯불바베큐치킨,"충청남도 천안시 서북구 한들3로 36-17, A동 1층 120호 (백석동, 천안백석3차IPARK)",36.82771958835567,127.12580042628734,음식점 > 치킨,http://place.map.kakao.com/958657886,,,,,041-622-3277,치킨,,,,,,,,,,,
8277,8277,소앤곱,"충청남도 천안시 서북구 공원로 120, 근린생활시설-4동 지하1층 1,2호 (불당동, 천안불당2차 증흥S-클래스프라디움레이크)",36.79508486981287,127.09962679752906,"음식점 > 한식 > 육류,고기 > 곱창,막창",http://place.map.kakao.com/588034870,,,,,041-545-8805,한식,"육류,고기","곱창,막창",,,,,,,,,
8278,8278,카페삼룡동,"충청남도 천안시 동남구 청수12로 41-29, 1층 (삼룡동)",36.78410411931779,127.1644043203672,음식점 > 카페,http://place.map.kakao.com/1216433728,4.2,"Monday: 9:30 AM – 10:00 PM, Tuesday: 9:30 AM – 10:00 PM, Wednesday: 9:30 AM – 10:00 PM, Thursday: 9:30 AM – 10:00 PM, Friday: 9:30 AM – 10:00 PM, Saturday: 9:30 AM – 10:00 PM, Sunday: 9:30 AM – 10:00 PM",https://maps.google.com/?cid=10509673811325980489,,041-523-4852,카페,,,,(월) 09:30~22:00,(화) 09:30~22:00,(수) 09:30~22:00,(목) 09:30~22:00,(금) 09:30~22:00,(토) 09:30~22:00,(일) 09:30~22:00,"(월) 09:30~22:00, (화) 09:30~22:00, (수) 09:30~22:00, (목) 09:30~22:00, (금) 09:30~22:00, (토) 09:30~22:00, (일) 09:30~22:00"
8279,8279,닭갈비제작소,"충청남도 천안시 서북구 원두정10길 23, 1층 (두정동)",36.83340234820292,127.1366493399327,"음식점 > 한식 > 육류,고기 > 닭요리",http://place.map.kakao.com/2000899692,3.6,"Monday: 11:00 AM – 12:00 AM, Tuesday: 11:00 AM – 12:00 AM, Wednesday: 11:00 AM – 12:00 AM, Thursday: 11:00 AM – 12:00 AM, Friday: 11:00 AM – 12:00 AM, Saturday: 11:00 AM – 12:00 AM, Sunday: 11:00 AM – 12:00 AM",https://maps.google.com/?cid=715851972417120066,,041-551-1600,한식,"육류,고기",닭요리,,(월) 11:00~00:00,(화) 11:00~00:00,(수) 11:00~00:00,(목) 11:00~00:00,(금) 11:00~00:00,(토) 11:00~00:00,(일) 11:00~00:00,"(월) 11:00~00:00, (화) 11:00~00:00, (수) 11:00~00:00, (목) 11:00~00:00, (금) 11:00~00:00, (토) 11:00~00:00, (일) 11:00~00:00"
8280,8280,마포깡통숯불구이,"충청남도 천안시 서북구 한들3로 36-17, A동 1층 112호 (백석동, 천안백석3차IPARK)",36.82771958835567,127.12580042628734,"음식점 > 한식 > 육류,고기",http://place.map.kakao.com/129193769,4.0,,https://maps.google.com/?cid=5449984627155836025,,041-555-7177,한식,"육류,고기",,,,,,,,,,
8281,8281,두찜쌍용점,"충청남도 천안시 서북구 쌍용4길 16, 1층 (쌍용동)",36.801913302739614,127.12214013475058,"음식점 > 한식 > 육류,고기 > 닭요리 > 두찜",http://place.map.kakao.com/1435604607,,,,,041-578-1872,한식,"육류,고기",닭요리,두찜,,,,,,,,
8282,8282,전국구,"충청남도 천안시 서북구 불당33길 33, 1층 108호,109호 (불당동)",36.8119110619802,127.10732312358564,"음식점 > 술집 > 호프,요리주점",http://place.map.kakao.com/183791439,,,,,0502-5551-4941,술집,"호프,요리주점",,,,,,,,,,
8283,8283,짬뽕사랑,충청남도 천안시 동남구 통정12로 6 (신방동),36.77848372922048,127.1289120755834,음식점 > 중식 > 중국요리,http://place.map.kakao.com/24897921,4.4,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",https://maps.google.com/?cid=6967567775403885777,,041-578-0950,중식,중국요리,,,(월) 11:00~21:00,(화) 11:00~21:00,(수) 11:00~21:00,(목) 11:00~21:00,(금) 11:00~21:00,(토) 11:00~21:00,(일) 11:00~21:00,"(월) 11:00~21:00, (화) 11:00~21:00, (수) 11:00~21:00, (목) 11:00~21:00, (금) 11:00~21:00, (토) 11:00~21:00, (일) 11:00~21:00"
8284,8284,어몽독스,"충청남도 천안시 동남구 각원사길 83, 1동 1층 (안서동)",36.8302580270572,127.18114680622774,음식점 > 카페 > 테마카페 > 애견카페,http://place.map.kakao.com/1974157834,,,,,0507-1380-0727,카페,테마카페,애견카페,,,,,,,,,
8285,8285,마라학원불당직영점,"충청남도 천안시 서북구 불당22대로 86, 마블러스에스타워 1층 103호 (불당동)",36.815444197661165,127.10812580682222,음식점 > 중식 > 중국요리,http://place.map.kakao.com/1073554397,,,,,,중식,중국요리,,,,,,,,,,
8286,8286,치카라우나기,"충청남도 천안시 서북구 불당1길 37-1, 1층 (불당동)",36.80441116873132,127.1068127241688,음식점 > 일식,http://place.map.kakao.com/458865157,4.2,"Monday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM, Tuesday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM, Wednesday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM, Thursday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM, Friday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM, Saturday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM, Sunday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM",https://maps.google.com/?cid=4858631832460100657,,041-555-6584,일식,,,,(월) 11:30~15:00,(화) 11:30~15:00,(수) 11:30~15:00,(목) 11:30~15:00,(금) 11:30~15:00,(토) 11:30~15:00,(일) 11:30~15:00,"(월) 11:30~15:00, (화) 11:30~15:00, (수) 11:30~15:00, (목) 11:30~15:00, (금) 11:30~15:00, (토) 11:30~15:00, (일) 11:30~15:00"
8287,8287,멘야마쯔리신부점,"충청남도 천안시 동남구 만남로 18, 2동 1층 (신부동)",36.818505114678565,127.15404043733712,음식점 > 일식 > 일본식라면,http://place.map.kakao.com/1278013556,4.1,"Monday: 4:00 – 9:30 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",https://maps.google.com/?cid=6512533651032750980,,041-566-6907,일식,일본식라면,,,(월) 04:00~21:30,(화) 11:00~22:00,(수) 11:00~22:00,(목) 11:00~22:00,(금) 11:00~22:00,(토) 11:00~22:00,(일) 11:00~22:00,"(월) 04:00~21:30, (화) 11:00~22:00, (수) 11:00~22:00, (목) 11:00~22:00, (금) 11:00~22:00, (토) 11:00~22:00, (일) 11:00~22:00"
8288,8288,장모님밥상,"충청남도 천안시 동남구 목천읍 충절로 1179, 1층",36.77011019684758,127.2383984176782,음식점 > 한식 > 한정식,http://place.map.kakao.com/1089137960,3.5,,https://maps.google.com/?cid=11203241315885383316,,041-553-9942,한식,한정식,,,,,,,,,,
8289,8289,송화집,"충청남도 천안시 동남구 터미널3길 16, 1층 (신부동)",36.82062833701506,127.15885500525702,음식점 > 한식,http://place.map.kakao.com/66337978,,,,,041-522-6644,한식,,,,,,,,,,,
8290,8290,두리타운,"충청남도 천안시 동남구 목천읍 충절로 907, 5동 1층",36.7744360410428,127.21069462668974,"음식점 > 술집 > 호프,요리주점",http://place.map.kakao.com/1036345709,,,https://maps.google.com/?cid=12856145979619157688,,041-585-1414,술집,"호프,요리주점",,,,,,,,,,
8291,8291,마9잡2,"충청남도 천안시 동남구 봉명로 101, 1층 (봉명동)",36.80712011992174,127.13968738497296,,,,,https://maps.google.com/?cid=8863069184904417108,,041-574-0408,,,,,,,,,,,,
8292,8292,자연밥상,"충청남도 천안시 동남구 목천읍 서리1길 58, 1동 1층",36.78623522064622,127.23551889147954,음식점 > 한식,http://place.map.kakao.com/714012154,4.0,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",https://maps.google.com/?cid=16055417396111830316,,041-522-1116,한식,,,,(월) 11:00~21:00,(화) 11:00~21:00,(수) 11:00~21:00,(목) 11:00~21:00,(금) 11:00~21:00,(토) 11:00~21:00,(일) 11:00~21:00,"(월) 11:00~21:00, (화) 11:00~21:00, (수) 11:00~21:00, (목) 11:00~21:00, (금) 11:00~21:00, (토) 11:00~21:00, (일) 11:00~21:00"
8293,8293,춘천호반숯불닭갈비,"충청남도 천안시 동남구 통정12로 76-4, 1층 (신방동)",36.77570072979509,127.13518583115192,"음식점 > 한식 > 육류,고기 > 닭요리",http://place.map.kakao.com/23790840,5.0,,https://maps.google.com/?cid=8341006051051226916,,041-578-5400,한식,"육류,고기",닭요리,,,,,,,,,
8294,8294,봉구스밥버거,"충청남도 천안시 서북구 쌍용대로 306, 1층 (성정동)",36.82450562708793,127.13734122100044,음식점 > 한식 > 주먹밥 > 봉구스밥버거,http://place.map.kakao.com/23791160,4.3,"Monday: 10:00 AM – 8:30 PM, Tuesday: 10:00 AM – 8:30 PM, Wednesday: 10:00 AM – 8:30 PM, Thursday: 10:00 AM – 8:30 PM, Friday: 10:00 AM – 8:30 PM, Saturday: 10:00 AM – 8:30 PM, Sunday: 10:00 AM – 8:30 PM",https://maps.google.com/?cid=7021364153282014152,,041-578-8809,한식,주먹밥,봉구스밥버거,,(월) 10:00~20:30,(화) 10:00~20:30,(수) 10:00~20:30,(목) 10:00~20:30,(금) 10:00~20:30,(토) 10:00~20:30,(일) 10:00~20:30,"(월) 10:00~20:30, (화) 10:00~20:30, (수) 10:00~20:30, (목) 10:00~20:30, (금) 10:00~20:30, (토) 10:00~20:30, (일) 10:00~20:30"
8295,8295,구이구이쪽갈비두정점,"충청남도 천안시 서북구 두정로 235, 1층 (두정동)",36.833645238072926,127.14324450998652,"음식점 > 한식 > 육류,고기 > 갈비",http://place.map.kakao.com/23931525,4.2,,https://maps.google.com/?cid=226423968152972561,,041-622-8592,한식,"육류,고기",갈비,,,,,,,,,
8296,8296,호천당,"충청남도 천안시 서북구 쌍용대로 221, 1층 (성정동)",36.81717437678167,127.1348887556308,,,,,,,,,,,,,,,,,,,
8297,8297,국수기행,"충청남도 천안시 동남구 복자1길 8, 1층 (성황동)",36.81422120568302,127.15045224605264,,,,,,,,,,,,,,,,,,,
8298,8298,스타에프디,"충청남도 천안시 서북구 불당1길 18, 1동 1층 (불당동)",36.80258865424938,127.1062174886118,음식점 > 술집,http://place.map.kakao.com/1013085926,,,https://maps.google.com/?cid=935995146866744318,,041-555-2011,술집,,,,,,,,,,,
8299,8299,오대륙통닭본점,"충청남도 천안시 동남구 대흥로 53, 1층 (구성동)",36.797766416071035,127.1554229010484,음식점 > 치킨,http://place.map.kakao.com/1445889822,,,,,041-555-9982,치킨,,,,,,,,,,,
8300,8300,총각네게장앤순살게장비빔밥,"충청남도 천안시 서북구 성정14길 7, 1층 (성정동)",36.81776751001834,127.13704246401404,,,,,https://maps.google.com/?cid=1057988682242705017,,070-7543-5077,,,,,,,,,,,,
8301,8301,눈꽃,"충청남도 천안시 서북구 검은들3길 38, 1층 108호 (불당동, 한나프라자)",36.811334468510275,127.1088924707006,음식점 > 일식 > 참치회,http://place.map.kakao.com/585088327,,,,,041-522-0357,일식,참치회,,,,,,,,,,
8302,8302,신도시불당비에이치씨치킨,"충청남도 천안시 서북구 불당26로 77, 상가동 지1층 107호 (불당동, 천안불당지웰더샵)",36.814886063576225,127.10483960072924,,,,,,,,,,,,,,,,,,,
8303,8303,삼식이감자탕,"충청남도 천안시 서북구 두정상가3길 33, 1층 102,103호 (두정동, 영산프라자)",36.83309499608976,127.14064371865356,음식점 > 한식 > 감자탕,http://place.map.kakao.com/864380940,4.0,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",https://maps.google.com/?cid=6585609207701112038,,041-522-2403,한식,감자탕,,,(월) Open 24 hours,(화) Open 24 hours,(수) Open 24 hours,(목) Open 24 hours,(금) Open 24 hours,(토) Open 24 hours,(일) Open 24 hours,"(월) Open 24 hours, (화) Open 24 hours, (수) Open 24 hours, (목) Open 24 hours, (금) Open 24 hours, (토) Open 24 hours, (일) Open 24 hours"
8304,8304,호맥천안두정점,"충청남도 천안시 서북구 원두정8길 16, 1동 1층 (두정동)",36.83239830811495,127.13501404935349,"음식점 > 술집 > 호프,요리주점 > 호맥",http://place.map.kakao.com/1128887839,,,,,,술집,"호프,요리주점",호맥,,,,,,,,,
8305,8305,청담이상천안법원점,"충청남도 천안시 동남구 청수11로 18, 2층 201호 (청당동)",36.78260379835273,127.154478186189,음식점 > 술집 > 일본식주점,http://place.map.kakao.com/1633656171,4.4,"Monday: 5:00 PM – 2:00 AM, Tuesday: 5:00 PM – 2:00 AM, Wednesday: 5:00 PM – 2:00 AM, Thursday: 5:00 PM – 2:00 AM, Friday: 5:00 PM – 2:00 AM, Saturday: 5:00 PM – 2:00 AM, Sunday: Closed",https://maps.google.com/?cid=13826366645330811146,,041-556-8209,술집,일본식주점,,,(월) 17:00~02:00,(화) 17:00~02:00,(수) 17:00~02:00,(목) 17:00~02:00,(금) 17:00~02:00,(토) 17:00~02:00,(일) 휴무,"(월) 17:00~02:00, (화) 17:00~02:00, (수) 17:00~02:00, (목) 17:00~02:00, (금) 17:00~02:00, (토) 17:00~02:00, (일) 휴무"
8306,8306,오시티월드,"충청남도 천안시 동남구 각원사길 104, 1층 (안서동)",36.82903233554725,127.18277251609877,음식점 > 카페,http://place.map.kakao.com/476767418,5.0,,https://maps.google.com/?cid=9557558780014424837,,041-558-1016,카페,,,,,,,,,,,
8307,8307,이자카야우미,"충청남도 천안시 서북구 검은들3길 9, 1동 1층 110호 (불당동)",36.8110320613914,127.110460723372,음식점 > 술집 > 일본식주점,http://place.map.kakao.com/924776381,,,,,,술집,일본식주점,,,,,,,,,,
8308,8308,바다향아구찜,"충청남도 천안시 서북구 성거읍 망향로 668, 1층",36.87653319385474,127.20023627842636,"음식점 > 한식 > 해물,생선 > 아구",http://place.map.kakao.com/16126759,4.1,"Monday: 11:30 AM – 10:00 PM, Tuesday: 11:30 AM – 10:00 PM, Wednesday: 11:30 AM – 10:00 PM, Thursday: 11:30 AM – 10:00 PM, Friday: 11:30 AM – 10:00 PM, Saturday: 11:30 AM – 10:00 PM, Sunday: 11:30 AM – 10:00 PM",https://maps.google.com/?cid=12899052299879308864,,041-566-6464,한식,"해물,생선",아구,,(월) 11:30~22:00,(화) 11:30~22:00,(수) 11:30~22:00,(목) 11:30~22:00,(금) 11:30~22:00,(토) 11:30~22:00,(일) 11:30~22:00,"(월) 11:30~22:00, (화) 11:30~22:00, (수) 11:30~22:00, (목) 11:30~22:00, (금) 11:30~22:00, (토) 11:30~22:00, (일) 11:30~22:00"
8309,8309,오단지콩나물전문국밥,충청남도 천안시 서북구 양지7길 30 (성정동),36.81335862566654,127.1386906246184,음식점 > 한식 > 국밥,http://place.map.kakao.com/1819760145,,,,,,한식,국밥,,,,,,,,,,
